,名称,カテゴリー,アドレス,アクセス,築年数,構造,階数,家賃,管理費,敷金,礼金,間取り,面積,URL
42760,FLEG池尻,賃貸マンション,東京都世田谷区池尻３,東急田園都市線/池尻大橋駅 歩4分,築18年,4階建,3階,20.4万円,8000円,-,20.4万円,1LDK,52.07m2,https://suumo.jp/chintai/jnc_000078837307/?bc=100308068287
42763,市ヶ谷仲之町ヒルズ　クレスト　Ｎｏｒｔｈ棟,賃貸マンション,東京都新宿区市谷仲之町,都営新宿線/曙橋駅 歩4分,築2年,6階建,5階,24万円,9000円,24万円,24万円,1LDK,54.17m2,https://suumo.jp/chintai/jnc_000077977221/?bc=100303731815
42766,市谷仲之町ヒルズ　クレスト（Ｎｏｒｔｈ棟）,賃貸マンション,東京都新宿区市谷仲之町,都営新宿線/曙橋駅 歩4分,築2年,6階建,5階,24万円,9000円,24万円,24万円,1LDK,54.17m2,https://suumo.jp/chintai/jnc_000078070741/?bc=100297641159
42769,都営新宿線 曙橋駅 6階建 築2年,賃貸マンション,東京都新宿区市谷仲之町,都営新宿線/曙橋駅 歩4分,築2年,6階建,5階,24万円,9000円,24万円,24万円,1LDK,54.17m2,https://suumo.jp/chintai/jnc_000078031689/?bc=100305334979
42772,都営大江戸線 光が丘駅 3階建 築28年,賃貸マンション,東京都練馬区土支田４,都営大江戸線/光が丘駅 歩25分,築28年,3階建,2階,11.6万円,5000円,11.6万円,11.6万円,2LDK,63.46m2,https://suumo.jp/chintai/jnc_000078815561/?bc=100307874088
42775,小田急線 千歳船橋駅 5階建 築27年,賃貸マンション,東京都世田谷区船橋７,小田急線/千歳船橋駅 歩19分,築27年,5階建,4階,12万円,15000円,12万円,12万円,3LDK,56.05m2,https://suumo.jp/chintai/jnc_000077638391/?bc=100301827037
42778,ＪＲ中央線 吉祥寺駅 2階建 築40年,賃貸アパート,東京都練馬区立野町,ＪＲ中央線/吉祥寺駅 歩20分,築40年,2階建,2階,15万円,-,15万円,15万円,3LDK,61.08m2,https://suumo.jp/chintai/jnc_000069226572/?bc=100255540035
42781,カーサセイワ,賃貸アパート,東京都練馬区立野町,ＪＲ中央線/吉祥寺駅 歩20分,築40年,2階建,2階,15万円,-,15万円,15万円,3LDK,61.08m2,https://suumo.jp/chintai/jnc_000068581505/?bc=100251930450
42784,西武池袋線 大泉学園駅 3階建 築30年,賃貸マンション,東京都練馬区南大泉１,西武池袋線/大泉学園駅 歩28分,築30年,3階建,1階,10万円,3000円,-,10万円,3DK,60.39m2,https://suumo.jp/chintai/jnc_000045556881/?bc=100283462250
42785,西武池袋線 大泉学園駅 3階建 築30年,賃貸マンション,東京都練馬区南大泉１,西武池袋線/大泉学園駅 歩28分,築30年,3階建,1階,10.8万円,3000円,-,10.8万円,3DK,60.39m2,https://suumo.jp/chintai/jnc_000074360001/?bc=100215260788
42786,西武池袋線 大泉学園駅 3階建 築30年,賃貸マンション,東京都練馬区南大泉１,西武池袋線/大泉学園駅 歩28分,築30年,3階建,3階,11万円,3000円,-,11万円,3DK,60.39m2,https://suumo.jp/chintai/jnc_000015384841/?bc=100215261402
42787,西武池袋線 大泉学園駅 3階建 築30年,賃貸マンション,東京都練馬区南大泉１,西武池袋線/大泉学園駅 歩28分,築30年,3階建,3階,11万円,3000円,-,11万円,3DK,60.39m2,https://suumo.jp/chintai/jnc_000045556883/?bc=100215261497
42788,西武池袋線 大泉学園駅 3階建 築30年,賃貸マンション,東京都練馬区南大泉１,西武池袋線/大泉学園駅 歩28分,築30年,3階建,3階,11万円,3000円,-,11万円,3DK,60.39m2,https://suumo.jp/chintai/jnc_000015384840/?bc=100215261540
42789,西武池袋線 大泉学園駅 3階建 築30年,賃貸マンション,東京都練馬区南大泉１,西武池袋線/大泉学園駅 歩28分,築30年,3階建,3階,11万円,3000円,-,11万円,3DK,60.39m2,https://suumo.jp/chintai/jnc_000045556886/?bc=100215259673
42790,西武池袋線 大泉学園駅 3階建 築30年,賃貸マンション,東京都練馬区南大泉１,西武池袋線/大泉学園駅 歩28分,築30年,3階建,3階,11万円,3000円,-,11万円,3DK,60.39m2,https://suumo.jp/chintai/jnc_000045556884/?bc=100215260528
42791,西武池袋線 大泉学園駅 3階建 築30年,賃貸マンション,東京都練馬区南大泉１,西武池袋線/大泉学園駅 歩28分,築30年,3階建,2階,11.1万円,3000円,-,11.1万円,3DK,60.39m2,https://suumo.jp/chintai/jnc_000074381774/?bc=100283462304
42792,西武池袋線 大泉学園駅 3階建 築30年,賃貸マンション,東京都練馬区南大泉１,西武池袋線/大泉学園駅 歩28分,築30年,3階建,3階,11.3万円,3000円,-,11.3万円,3DK,60.39m2,https://suumo.jp/chintai/jnc_000015384839/?bc=100283462238
42811,クレインパレス南大泉,賃貸マンション,東京都練馬区南大泉１,西武池袋線/大泉学園駅 歩28分,築30年,3階建,1階,10万円,3000円,-,10万円,3DK,60.39m2,https://suumo.jp/chintai/jnc_000032399663/?bc=100283333230
42812,クレインパレス南大泉,賃貸マンション,東京都練馬区南大泉１,西武池袋線/大泉学園駅 歩28分,築30年,3階建,1階,10.8万円,3000円,-,10.8万円,3DK,60.39m2,https://suumo.jp/chintai/jnc_000074365420/?bc=100214833814
42813,クレインパレス南大泉,賃貸マンション,東京都練馬区南大泉１,西武池袋線/大泉学園駅 歩28分,築30年,3階建,3階,11万円,3000円,-,11万円,3DK,60.39m2,https://suumo.jp/chintai/jnc_000027375264/?bc=100279203143
42814,クレインパレス南大泉,賃貸マンション,東京都練馬区南大泉１,西武池袋線/大泉学園駅 歩28分,築30年,3階建,3階,11万円,3000円,-,11万円,3DK,60.39m2,https://suumo.jp/chintai/jnc_000027375265/?bc=100279203082
42815,クレインパレス南大泉,賃貸マンション,東京都練馬区南大泉１,西武池袋線/大泉学園駅 歩28分,築30年,3階建,3階,11万円,3000円,-,11万円,3DK,60.39m2,https://suumo.jp/chintai/jnc_000015384833/?bc=100279203094
42816,クレインパレス南大泉,賃貸マンション,東京都練馬区南大泉１,西武池袋線/大泉学園駅 歩28分,築30年,3階建,3階,11万円,3000円,-,11万円,3DK,60.39m2,https://suumo.jp/chintai/jnc_000032412851/?bc=100279203010
42817,クレインパレス南大泉,賃貸マンション,東京都練馬区南大泉１,西武池袋線/大泉学園駅 歩28分,築30年,3階建,3階,11万円,3000円,-,11万円,3DK,60.39m2,https://suumo.jp/chintai/jnc_000027375266/?bc=100279203155
42818,クレインパレス南大泉,賃貸マンション,東京都練馬区南大泉１,西武池袋線/大泉学園駅 歩28分,築30年,3階建,2階,11.1万円,3000円,-,11.1万円,3DK,60.39m2,https://suumo.jp/chintai/jnc_000074365421/?bc=100283333232
42819,クレインパレス南大泉,賃貸マンション,東京都練馬区南大泉１,西武池袋線/大泉学園駅 歩28分,築30年,3階建,3階,11.3万円,3000円,-,11.3万円,3DK,60.39m2,https://suumo.jp/chintai/jnc_000024874979/?bc=100283333250
42838,仮称）船橋5丁目テラスハウス,賃貸テラス・タウンハウス,東京都世田谷区船橋５,小田急線/千歳船橋駅 歩15分,新築,2階建,1-2階,18.3万円,3000円,18.3万円,18.3万円,2LDK,67.07m2,https://suumo.jp/chintai/jnc_000078942301/?bc=100308647656
42841,西蒲田ロイヤルハイツ,賃貸マンション,東京都大田区西蒲田７,ＪＲ京浜東北線/蒲田駅 歩4分,築42年,10階建,3階,17万円,-,17万円,17万円,3LDK,67.44m2,https://suumo.jp/chintai/jnc_000079044244/?bc=100297872135
42844,東京メトロ東西線 東陽町駅 5階建 築39年,賃貸マンション,東京都江東区千石２,東京メトロ東西線/東陽町駅 歩16分,築39年,5階建,5階,13万円,6000円,13万円,13万円,2DK,51.63m2,https://suumo.jp/chintai/jnc_000076844310/?bc=100297258712
42847,三愛千石ビル,賃貸マンション,東京都江東区千石２,東京メトロ東西線/東陽町駅 歩16分,築39年,5階建,5階,13万円,6000円,13万円,13万円,2DK,51.63m2,https://suumo.jp/chintai/jnc_000076822279/?bc=100297259985
42850,東急池上線 御嶽山駅 2階建 築45年,賃貸アパート,東京都大田区東嶺町,東急池上線/御嶽山駅 歩3分,築45年,2階建,1階,15万円,-,15万円,15万円,4DK,70.24m2,https://suumo.jp/chintai/jnc_000077990690/?bc=100306941553
42853,東京メトロ日比谷線 虎ノ門ヒルズ駅 地下1地上10階建 築41年,賃貸マンション,東京都港区虎ノ門３,東京メトロ日比谷線/虎ノ門ヒルズ駅 歩4分,築41年,地下1地上10階建,2階,23.5万円,15000円,47万円,23.5万円,2LDK,56.7m2,https://suumo.jp/chintai/jnc_000079086238/?bc=100308458238
42856,都営浅草線 馬込駅 11階建 築23年,賃貸マンション,東京都大田区南馬込１,都営浅草線/馬込駅 歩3分,築23年,11階建,4階,17.5万円,-,35万円,-,2LDK,71.62m2,https://suumo.jp/chintai/jnc_000020561662/?bc=100307941981
42859,石原貸家III,賃貸一戸建て,東京都江戸川区大杉５,ＪＲ総武線/新小岩駅 歩26分,築54年,2階建,1-2階,10万円,-,10万円,-,3DK,63.61m2,https://suumo.jp/chintai/jnc_000066337184/?bc=100308092705
42862,東急池上線 雪が谷大塚駅 3階建 築19年,賃貸一戸建て,東京都大田区南雪谷２,東急池上線/雪が谷大塚駅 歩2分,築19年,3階建,-,25万円,-,50万円,25万円,3LDK,95.39m2,https://suumo.jp/chintai/jnc_000077977539/?bc=100295183204
42865,オークレット洗足池,賃貸マンション,東京都大田区上池台２,東急池上線/洗足池駅 歩4分,築29年,3階建,3階,16万円,2000円,16万円,16万円,2LDK,53.2m2,https://suumo.jp/chintai/jnc_000078995531/?bc=100307939977
42868,東急池上線 洗足池駅 3階建 築29年,賃貸マンション,東京都大田区上池台２,東急池上線/洗足池駅 歩4分,築29年,3階建,3階,16万円,5000円,16万円,16万円,2LDK,51.75m2,https://suumo.jp/chintai/jnc_000078995532/?bc=100301337197
42871,ドエル　サンモールIII,賃貸マンション,東京都大田区下丸子４,東急多摩川線/下丸子駅 歩4分,新築,3階建,1階,16.1万円,6500円,16.1万円,32.2万円,1LDK,59.71m2,https://suumo.jp/chintai/jnc_000078605820/?bc=100304559247
42874,小田急線 下北沢駅 3階建 築34年,賃貸マンション,東京都世田谷区代沢３,小田急線/下北沢駅 歩9分,築34年,3階建,2階,19.8万円,10000円,19.8万円,19.8万円,2LDK,65.31m2,https://suumo.jp/chintai/jnc_000032097237/?bc=100307469291
42877,オリエント三軒茶屋ハウス,賃貸マンション,東京都世田谷区上馬１,東急田園都市線/三軒茶屋駅 歩9分,築40年,11階建,4階,18.7万円,13300円,37.4万円,18.7万円,2DK,57.98m2,https://suumo.jp/chintai/jnc_000070604509/?bc=100290609351
42880,東急田園都市線 三軒茶屋駅 11階建 築40年,賃貸マンション,東京都世田谷区上馬１,東急田園都市線/三軒茶屋駅 歩8分,築40年,11階建,4階,18.7万円,13300円,37.4万円,18.7万円,3DK,57.98m2,https://suumo.jp/chintai/jnc_000070870140/?bc=100308744839
42883,東急田園都市線 池尻大橋駅 4階建 築35年,賃貸マンション,東京都世田谷区池尻２,東急田園都市線/池尻大橋駅 歩7分,築35年,4階建,3階,16万円,5000円,16万円,16万円,1LDK,59.68m2,https://suumo.jp/chintai/jnc_000077495011/?bc=100300861938
42886,ボーン赤坂,賃貸マンション,東京都港区赤坂８,東京メトロ千代田線/乃木坂駅 歩4分,築46年,6階建,5階,22.5万円,-,22.5万円,22.5万円,2LDK,58.41m2,https://suumo.jp/chintai/jnc_000078561878/?bc=100306368320
42889,西荻窪コーポラス,賃貸マンション,東京都杉並区西荻北３,ＪＲ中央線/西荻窪駅 歩3分,築55年,5階建,3階,12万円,-,12万円,-,1LDK,50.02m2,https://suumo.jp/chintai/jnc_000077615641/?bc=100281163898
42892,東急大井町線 等々力駅 3階建 築34年,賃貸マンション,東京都世田谷区野毛２,東急大井町線/等々力駅 歩12分,築34年,3階建,1階,14.5万円,-,14.5万円,14.5万円,2LDK,64.19m2,https://suumo.jp/chintai/jnc_000078909103/?bc=100308457223
42895,京王線 千歳烏山駅 3階建 築29年,賃貸マンション,東京都世田谷区給田４,京王線/千歳烏山駅 歩16分,築29年,3階建,2階,11.5万円,5000円,11.5万円,-,3DK,56.8m2,https://suumo.jp/chintai/jnc_000029629786/?bc=100308200935
42898,南篠崎町　戸建て,賃貸一戸建て,東京都江戸川区南篠崎町１,都営新宿線/瑞江駅 歩19分,築52年,2階建,1-2階,21.8万円,-,21.8万円,21.8万円,3LDK,115m2,https://suumo.jp/chintai/jnc_000078202477/?bc=100304509835
42901,都営大江戸線 若松河田駅 8階建 築37年,賃貸マンション,東京都新宿区若松町,都営大江戸線/若松河田駅 歩3分,築37年,8階建,1階,15.5万円,5000円,15.5万円,15.5万円,2SDK,69m2,https://suumo.jp/chintai/jnc_000076388654/?bc=100295417690
42904,都営大江戸線 西新宿五丁目駅 9階建 築53年,賃貸マンション,東京都新宿区西新宿４,都営大江戸線/西新宿五丁目駅 歩4分,築53年,9階建,4階,16万円,-,32万円,16万円,2LDK,53.46m2,https://suumo.jp/chintai/jnc_000078978702/?bc=100308871047
42907,東京メトロ南北線 白金台駅 地下1地上5階建 築19年,賃貸マンション,東京都品川区上大崎１,東京メトロ南北線/白金台駅 歩6分,築19年,地下1地上5階建,4階,17.8万円,15000円,17.8万円,17.8万円,ワンルーム,54.38m2,https://suumo.jp/chintai/jnc_000078540475/?bc=100305202587
42910,ステラメゾン白金台,賃貸マンション,東京都品川区上大崎１,東京メトロ南北線/白金台駅 歩6分,築19年,地下1地上5階建,4階,17.8万円,15000円,17.8万円,17.8万円,ワンルーム,54.38m2,https://suumo.jp/chintai/jnc_000078540474/?bc=100305202551
42913,仮称）船橋5丁目テラスハウス,賃貸テラス・タウンハウス,東京都世田谷区船橋５,小田急線/千歳船橋駅 歩15分,新築,2階建,1-2階,18.5万円,3000円,18.5万円,18.5万円,2LDK,67.07m2,https://suumo.jp/chintai/jnc_000078942298/?bc=100308647677
42916,COMFORT赤堤　２,賃貸アパート,東京都世田谷区赤堤３,小田急線/経堂駅 歩13分,築23年,2階建,1-2階,18万円,5000円,18万円,-,2LDK,56.92m2,https://suumo.jp/chintai/jnc_000072694320/?bc=100306948693
42919,練馬区貫井4丁目戸建,賃貸一戸建て,東京都練馬区貫井４,西武池袋線/富士見台駅 歩13分,築64年,2階建,1階,15.6万円,-,15.6万円,15.6万円,2LDK,62.74m2,https://suumo.jp/chintai/jnc_000079070929/?bc=100305783316
42920,練馬区貫井4丁目戸建,賃貸一戸建て,東京都練馬区貫井４,西武池袋線/富士見台駅 歩13分,築64年,2階建,1-2階,15.6万円,-,15.6万円,15.6万円,2LDK,62.47m2,https://suumo.jp/chintai/jnc_000079087258/?bc=100306610405
42921,練馬区貫井4丁目戸建,賃貸一戸建て,東京都練馬区貫井４,西武池袋線/富士見台駅 歩13分,築64年,2階建,-,15.9万円,-,15.9万円,15.9万円,2LDK,62.47m2,https://suumo.jp/chintai/jnc_000078644749/?bc=100305864197
42928,むつみやビル,賃貸マンション,東京都品川区中延５,東急大井町線/荏原町駅 歩1分,築43年,4階建,2階,14.5万円,5000円,14.5万円,14.5万円,1LDK,59m2,https://suumo.jp/chintai/jnc_000078984602/?bc=100308877924
42931,オスピタリテ神楽坂,賃貸マンション,東京都新宿区袋町,都営大江戸線/牛込神楽坂駅 歩2分,築8年,5階建,3階,22万円,10000円,22万円,22万円,1LDK,53.62m2,https://suumo.jp/chintai/jnc_000078782291/?bc=100307111339
42934,クレインパレス南大泉,賃貸マンション,東京都練馬区南大泉１,西武池袋線/大泉学園駅 歩28分,築30年,3階建,2階,10.5万円,3000円,-,10.5万円,3DK,60.39m2,https://suumo.jp/chintai/jnc_000074365422/?bc=100283283440
42935,クレインパレス南大泉,賃貸マンション,東京都練馬区南大泉１,西武池袋線/大泉学園駅 歩28分,築30年,3階建,2階,10.5万円,3000円,-,10.5万円,3DK,60.39m2,https://suumo.jp/chintai/jnc_000074365424/?bc=100283283430
42936,クレインパレス南大泉,賃貸マンション,東京都練馬区南大泉１,西武池袋線/大泉学園駅 歩28分,築30年,3階建,2階,10.5万円,3000円,-,10.5万円,3DK,60.39m2,https://suumo.jp/chintai/jnc_000074365423/?bc=100283283412
42937,クレインパレス南大泉,賃貸マンション,東京都練馬区南大泉１,西武池袋線/大泉学園駅 歩28分,築30年,3階建,2階,10.8万円,3000円,-,10.8万円,3DK,60.39m2,https://suumo.jp/chintai/jnc_000074365425/?bc=100283283498
42938,クレインパレス南大泉,賃貸マンション,東京都練馬区南大泉１,西武池袋線/大泉学園駅 歩28分,築30年,3階建,3階,12万円,3000円,24万円,12万円,3DK,60.39m2,https://suumo.jp/chintai/jnc_000074485845/?bc=100283283492
42939,クレインパレス南大泉,賃貸マンション,東京都練馬区南大泉１,西武池袋線/大泉学園駅 歩28分,築30年,3階建,3階,12万円,3000円,24万円,12万円,3DK,60.39m2,https://suumo.jp/chintai/jnc_000074485846/?bc=100283283415
42940,クレインパレス南大泉,賃貸マンション,東京都練馬区南大泉１,西武池袋線/大泉学園駅 歩28分,築30年,3階建,3階,12万円,3000円,24万円,12万円,3DK,60.39m2,https://suumo.jp/chintai/jnc_000074485847/?bc=100283283508
